ID,Title,Type,Module,Wave/Epic,Priority,Status,Created,Last Updated,Finished,Owner,Notes
ALT-229,Adversarial throwaway-login RLS validation (HARD RELEASE GATE),Security,Client Portal,Client portal P1,P0,Planned,2026-06-21,2026-06-21,,Claude,"One login per portal role on a test client; PROVE no cross-client snapshot read, no peer-meeting read, no cross-client notification read. Run pre-prod AND after backfill on real volume. Multi-tenant leak is existential. dependsOn ALT-227, ALT-228."
ALT-230,Portal app skeleton (net-new /portal route tree),Task,Client Portal,Client portal P1,P0,In Progress,2026-06-21,2026-06-21,,Claude,"BUILT + isolation-reviewed + wired 2026-06-21 (build passes). PRAGMATIC DEVIATION from ""separate Vite app"": built as a NET-NEW, fully isolated /portal route tree inside the existing web app (src/portal/**) with its OWN login + guard + layout + data layer — mounted in App.tsx OUTSIDE the CRM/sales guards. Adversarial review VERIFIED: zero imports of CRM pages/live-data modules (only portal data layer + ui primitives), data layer hits ONLY supabase.schema(portal) views. Separate-origin brand isolation still achievable via per-deploy VITE_BRAND + 2 domains -> same build. Covers ALT-231/233/234/237/240 in 2a. INERT until portal schema applied + exposed (ALT-229). dependsOn ALT-222."
ALT-231,Brand seam — web (BrandContext + per-brand CSS vars),Task,Client Portal,Client portal P1,P1,In Progress,2026-06-21,2026-06-21,,Claude,useBrand() resolves from VITE_BRAND/hostname; data-brand tokens; Logo/login/error/help read it. Amplior vs AltLeads brand isolation by separate origins. dependsOn ALT-230.
ALT-232,Brand seam — email FULL parameterization (email-templates.js),Task,Notifications,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,"Parameterize ALL hardcoded AltLeads strings: header wordmark, footer line, every [AltLeads] subject prefix, per-event body copy, accent colour + APP_URL. Defaults to AltLeads so CRM emails are unchanged. Prevents brand bleed to Amplior clients."
ALT-233,Portal auth (own guard: login/forgot/set-password),Feature,Client Portal,Client portal P1,P0,In Progress,2026-06-21,2026-06-21,,Claude,"Portal's OWN guard accepting only enabled client_portal_user rows (not the CRM SalesProtectedRoute). OPEN: OTP vs email-link. dependsOn ALT-230, ALT-222."
ALT-234,"Meetings list / status / detail (NET-NEW pages, snapshot-only)",Feature,Client Portal,Client portal P1,P0,In Progress,2026-06-21,2026-06-21,,Claude,"Reads ONLY portal_meetings snapshot. FORBIDDEN to reuse CRM LeadsPage/LeadDetailPage (they query live company_master/lead_report). No reschedule/drop/cancel buttons. dependsOn ALT-226, ALT-233."
ALT-235,Assign / reassign salesperson (port SalesPersonModal),Feature,Client Portal,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,Company Admin + Sales Head only; updates lead_report.user_id for the Amplior-generated meeting via an RLS-checked write; fires lead_reassigned email (brand=Amplior). dependsOn ALT-234.
ALT-236,"Lead / Lead-details (NET-NEW read-only, snapshot-only)",Feature,Client Portal,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,Snapshot lead profile from portal views only. Explicitly NOT the CRM LeadDetailPage. dependsOn ALT-234.
ALT-237,Feedback (started-gated) + MeetingReview,Feature,Client Portal,Client portal P1,P0,In Progress,2026-06-21,2026-06-21,,Claude,Enabled only when meeting_snapshot.started_at <= now(). Sales Person own; Sales Head edit in-scope. Writes portal_feedback; records back into the CRM + notifies Amplior (portal.notification + email). dependsOn ALT-234.
ALT-238,Wishlist + SAFE name-only company suggest,Feature,Client Portal,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,"company_name_suggest returns ONLY {company_name} — no id/industry/website/owner/count, nothing revealing another client targets it. Reconcile to a real company_id server-side, Amplior-side. Optional file upload + free-text address replace camera/GPS. dependsOn ALT-233."
ALT-239,Notifications feed (portal-scoped),Feature,Client Portal,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,"Reads portal_notifications (RLS-scoped per recipient + client_assoc_id). Reuses the bell PATTERN, not CRM in_app_notification data. dependsOn ALT-228, ALT-233."
ALT-240,Home + dashboard shell + Profile,Feature,Client Portal,Client portal P1,P2,In Progress,2026-06-21,2026-06-21,,Ankit,Status cards + date-range from portal_dashboard_metrics; role-gated extras. Full chart spec DEFERRED until owner provides it. dependsOn ALT-233.
ALT-241,Docs / ICP / criteria / decks + save-popup notify flow,Feature,Client Portal,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,"Read all roles; edit by Company Admin + Sales Head with a confirm popup that notifies Amplior ADMIN+TL+project users. Per-client/project Storage bucket scoping. dependsOn ALT-227, ALT-233."
ALT-242,Governance review-meeting reminders (email + .ics) + detail page,Feature,Client Portal,Client portal P1,P2,Planned,2026-06-21,2026-06-21,,Claude,"governance_meeting_reminder notify event + portal.governance_meeting table. Email + .ics only, NO web push (that lives in the Task Manager module). TL/Manager <-> Company Admin review meetings. dependsOn ALT-232, ALT-233."
ALT-243,DECISION: client-visible column whitelist sign-off,Task,Client Portal,Client portal P1,P0,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"RESOLVED 2026-06-21: client sees EVERYTHING the vendor MOBILE-app user could see (i.e. the full field set the old client app surfaced for meetings/leads/companies). Owner will refine the list later (eventual target = ""all that any project CRM user can see""). Snapshot columns (ALT-223) = the mobile-app field set; unblocked."
ALT-244,CRM Edit-User sales-role bug fix (UsersTab.tsx),Bug,Admin,Client portal P1,P1,Done,2026-06-21,2026-06-21,2026-06-21,Claude,"DONE 2026-06-21. UsersTab Edit-roles modal now always surfaces SALES_HEAD/SALES_PERSON (via new SALES_ROLE_NAMES const) in roleOptions = [...webRoles, ...salesRoles, ...extras], making Edit symmetric with Add — an admin can now GRANT a sales role to a user who lacks it (previously extras only re-showed non-web roles the user already had). Build passes."
ALT-245,Provisioning: Company-Admin login creation,Feature,Client Portal,Client portal P1,P1,Planned,2026-06-21,2026-06-21,,Claude,Extend notify-service /api/users/create for portal users; also writes the client_portal_user row. Company Admin then adds their own Sales Heads/People. dependsOn ALT-222.
ALT-250,Task table + reminder-timing trigger + indexes (migration applier),Task,Tasks,Task manager,P0,Done,2026-06-21,2026-06-21,2026-06-21,Claude,"AUTHORED + adversarially reviewed 2026-06-21 -> new-code/migration/apply-create-task-table.cjs (self-contained embedded SQL, idempotent, txn-wrapped). public.task + public.task_user_pref; BEFORE INSERT/UPDATE trigger recomputes reminder_at = due_at - offset AND clears reminder_sent_at on due_at/offset change (snooze re-fires); partial scanner index; explicit grants (REVOKE anon/PUBLIC, GRANT authenticated). STAGED — not applied to prod (gated on owner sign-off + throwaway-login validation ALT-251)."
ALT-251,manages_user() RLS helper + task RLS policies,Security,Tasks,Task manager,P0,Done,2026-06-21,2026-06-21,2026-06-21,Claude,AUTHORED + adversarially reviewed 2026-06-21 -> apply-task-rls.cjs. Review CAUGHT a leak (first draft derived manages_user from shared-project membership = a TL could read co-members tasks) and it was FIXED: manages_user() now FAILS CLOSED (owner + is_admin only) until a real person-hierarchy table exists. All 8 policies scoped TO authenticated. STAGED — apply to prod only after throwaway agent/TL/admin login validation. dependsOn ALT-250.
ALT-252,My Tasks screen — Overdue/Today/Upcoming/Completed (IST bucketing),Feature,Tasks,Task manager,P0,Done,2026-06-21,2026-06-21,2026-06-21,Claude,"BUILT + WIRED 2026-06-21 (build passes). src/pages/MyTasksPage.tsx (tabs + counts + per-row done/skip/snooze + New-task), src/data/tasks.ts (CRUD + IST bucketing in Asia/Kolkata), src/components/tasks/CreateTaskModal.tsx + taskScheduling.ts (preset chips). Route /tasks + Sidebar 'My Tasks' nav added. Covers ALT-253/254/255 UI. INERT until the task table is applied (ALT-250). Pending: TL owner-field (ALT-261), one-click-from-record (ALT-260), reminders (ALT-256/257/258)."
ALT-253,Per-row actions: Mark done / Skip / Snooze,Feature,Tasks,Task manager,P0,Done,2026-06-21,2026-06-21,2026-06-21,Claude,Snooze = UPDATE due_at; the trigger recomputes reminder_at and clears reminder_sent_at so it re-fires. Reuse useConfirm for Skip. dependsOn ALT-252.
ALT-254,Create-task modal + Owner field (TL/Admin only changes owner),Feature,Tasks,Task manager,P0,Done,2026-06-21,2026-06-21,2026-06-21,Claude,Reuse Modal.tsx + Toast + useUnsavedChanges. Owner change at create enforced by the INSERT policy. dependsOn ALT-251.
ALT-255,"IST quick-schedule presets + global ""+ Task""",Feature,Tasks,Task manager,P1,Done,2026-06-21,2026-06-21,2026-06-21,Claude,Chips (Today 5pm / Tomorrow 9am / In 3 days / Next Monday / Custom) computed in Asia/Kolkata then stored as timestamptz. Global create with optional record association. dependsOn ALT-254.
ALT-256,Email reminder scanner (in-process send) + task_reminder template + heartbeat,Feature,Tasks,Task manager,P0,Planned,2026-06-21,2026-06-21,,Claude,"Scanner in notify-service using the service-role client; calls buildEmail+getTransporter().sendMail DIRECTLY (cannot use POST /notify — needs a user JWT). last_scan_at heartbeat on /health. Test to ankit. BLOCKED until ALT-262 (volume decision). dependsOn ALT-250, ALT-262."
ALT-257,Server-side in_app_notification insert from scanner (bell source),Feature,Tasks,Task manager,P0,Planned,2026-06-21,2026-06-21,,Claude,Scanner INSERTs directly into in_app_notification with the service-role client (notifyInApp is client-only and cannot run server-side). dependsOn ALT-256.
ALT-258,NEW ~60s web timer for live badge-bump + due-task toast,Feature,Tasks,Task manager,P1,Planned,2026-06-21,2026-06-21,,Claude,"Corrects a false premise: the TopBar bell only refetches on route change, NO timer today. Add setInterval (~60s) re-running fetchUnreadNotifCount + a toast for newly-due tasks. In-tab only. dependsOn ALT-257."
ALT-259,Optional OS toast via Web Notifications API,Task,Tasks,Task manager,P2,Planned,2026-06-21,2026-06-21,,Claude,One-time Notification.requestPermission() then new Notification(...) from the ~60s timer; OS toast when the tab is backgrounded (tab still open). Trivial on top of ALT-258. dependsOn ALT-258.
ALT-260,One-click task actions on Lead/Company/Contact + open-tasks mini-list + top-bar badge,Feature,Tasks,Task manager,P1,Planned,2026-06-21,2026-06-21,,Claude,"Action row (Call back / Schedule meeting / Add task) pre-fills the association + denormalised name/phone. Record-page open-activities mini-list; top-bar open+overdue count shares the ~60s timer. dependsOn ALT-254, ALT-258."
ALT-261,TL/Admin reassign + assigned_by audit,Feature,Tasks,Task manager,P1,Planned,2026-06-21,2026-06-21,,Claude,"Reassign gated by manages_user (ALT-251); stamp assigned_by_user_id (HubSpot-style audit). dependsOn ALT-251, ALT-252."
ALT-262,DECISION: per-task vs digest email volume (Gmail throttling),Task,Tasks,Task manager,P0,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"RESOLVED 2026-06-21: PER-TASK reminder email WITH a safety cap (per-user per-window) to protect Gmail deliverability, PLUS an optional DAILY SUMMARY digest that is OPT-IN, default OFF. So the scanner sends one email per due task (capped) + a separate daily digest job gated by a per-user pref (default false). Unblocks ALT-256."
ALT-263,Continuous code-health / UX hardening — find-and-fix loop,Chore,Web core,UX audit,P2,In Progress,2026-06-21,2026-06-21,,Claude,"Owner directive 2026-06-21: keep finding + fixing small things continuously. Each round = a read-only multi-dimension audit (adversarially verified) -> per-file fixes -> build -> commit. ROUND 1 DONE (24 files, build passes): icon-only close/clear buttons given aria-labels (EditMeeting/UpdateMeeting/MeetingTab/Approvals x2/SearchSelect/CompanyDetail/ColumnCustomizer); dead code removed (WishlistPage X import + stale marker, ContactsPage XLSX, ProjectSelect unused prop); PreSalesQuestionsTab last window.confirm -> ConfirmDialog; clipboard copy .catch (UsersTab); truncation title tooltips (CompanyDetail/ContactDetail/PreSales); REAL BUGS: IST/UTC week-bucket (realLeads.getWeekStart) + lead-meeting upcoming/past bucket (leadWorkspace) fixed to local date-string compare; stuck-spinner unhandled rejections caught (Dashboard/CommandPalette/LeadDetail/ContactDetail/ContactForm/Meetings + globalSearch inflight self-clear); ExportButton try/catch; approveReport no longer self-notifies the actor; EditMeeting time-field no longer blanks a non-HH:MM saved time. ROUND 2 DONE (12 files incl. backend, build + node --check pass): swallowed Supabase errors now logged/surfaced (contacts/leadWorkspace/projectStatus/meetings); AuthContext provider value memoized (useMemo) to cut needless re-renders; ReportTab new-question rows keyed on a stable _uid (was array index); ActivityTab + DispositionForm got load error/empty states; MeetingTab delete -> ConfirmDialog; WishlistDetail toast auto-dismiss; UsersTab Add-User validates email before enabling Create; notify-service hardened x8 (async route bodies wrapped in try/catch -> 503, input validation, no internal-error leakage). ROUND 3 DONE (21 files, build pass after 1 typing fix): form a11y (admin Field links label htmlFor->control id via useId+cloneElement; aria-required/invalid/describedby on Login/Reset/Convert/Disposition; SearchSelect role=combobox+listbox; AssignModal focus-trap+autofocus); route-id guards (LeadDetail/WishlistDetail/ContactDetail: non-numeric/0 id -> error state not stuck spinner); date-format consistency (LeadsPage/leadWorkspace/ContactDetail via formatDate; Dashboard count toLocaleString en-IN); friendlier error copy (SettingsPage password change, WishlistDetail status, CompanyDetail ""Status saved""); dead code removed (useUrlState module [ALT-186 recreates when built], listViews, admin TableHead, TypeBadge, fetchStageHistory, resolveUserEmail/Name). More rounds to follow."
ALT-264,BUG: modal inputs lose focus after 1 character (shared admin Modal),Bug,Web core,UX audit,P0,Done,2026-06-21,2026-06-21,2026-06-21,Claude,"DONE 2026-06-21 (owner found while testing My Tasks: ""after 1 letter the cursor disappears""). Root cause: admin/Modal.tsx focus-on-open useEffect depended on [open, onClose]; onClose (handleClose) is a new fn identity each render, so every keystroke re-ran the effect and re-focused the dialog container, stealing focus from the input. Fix: split into two effects — Escape keydown ([open,onClose]) and focus-on-open ([open] ONLY). Affected EVERY modal form, not just tasks."
ALT-265,Task Manager Inc2 — reminder scanner (email + in-app bell) + opt-in digest,Feature,Tasks,Task manager,P0,In Progress,2026-06-21,2026-06-21,,Claude,"BUILT + adversarially reviewed 2026-06-21 (node --check passes). notify-service scanner: every ~60s, service-role client finds OPEN tasks with reminder_at<=now() AND reminder_sent_at IS NULL (LIMIT cap 40, oldest first), sends a task_reminder email (new template) + inserts in_app_notification (bell), then sets reminder_sent_at (before send, so no double-fire). Per-tick try/catch can never crash the server; last_scan_at on /health. Opt-in DAILY DIGEST gated on task_user_pref.daily_digest_opt_in=true. ACTIVATES on notify-service restart/redeploy. Known minor: digest lastDigestDate is in-memory (a mid-day restart could re-send the digest) — acceptable for opt-in v1. Supersedes ALT-256/257."
ALT-266,One-click task from a record (Call back / Schedule meeting / Add task),Feature,Tasks,Task manager,P1,Done,2026-06-21,2026-06-21,2026-06-21,Claude,"BUILT for Lead/Company/Contact detail 2026-06-21 (owner ask #3: ""no task can be created from company/contact/meeting/lead""): a Call back / Schedule meeting / Add task action row opens CreateTaskModal pre-filled with the record association + owner. DONE for Meeting detail too 2026-06-21 (all four modules). Supersedes ALT-260."
ALT-267,BUG: activity not recorded for company-related contacts (per-project),Bug,Companies,Companies & Contacts,P1,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"OWNER (#4) 2026-06-21: doing an activity inside a company's related contacts records NO activity — should log a project-scoped activity like a normal disposition (separate per project). Investigate the company->related-contacts write path (contact status/disposition inside CompanyDetailPage) and ensure it appends an interaction/activity scoped to the project, visible in that contact/company activity feed."
ALT-268,Admin: all-projects activity view with detailed timeline,Feature,Admin,Roadmap,P1,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"OWNER (#5, ""big one"") 2026-06-21: for ADMIN, ALL activity in detail across ALL projects + chronological timeline. SHIPPED (commit ab92711): new ""Activity"" tab in AdminPage (already ADMIN-gated). data/activityTimeline.ts reads the interaction table (status changes + logged calls, with project_id/occurred_at/actor), newest-first, cap 200, with a project selector incl. ""All projects"". components/admin/ActivityTimelineTab.tsx groups events by IST day, links each to its record (contact/company/lead), resolves actor+project names. Read-only, no migration. FOLLOW-UPS (future): add date/user filters; aggregate meetings/tasks/call_log sources too (currently interaction only — the richest single source); pagination beyond 200."
ALT-269,"EPIC: Call module — schedule + log calls per record, dashboard, future call-tool integration",Feature,Calls,Roadmap,P1,In Progress,2026-06-21,2026-06-21,,Ankit,"OWNER (#6) 2026-06-21: a CALL module like the Task Manager but call-specific. BUILT (commit 57bcd92, migrations STAGED not applied): public.call_log ledger of calls that HAPPENED (direction OUT/IN, disposition [OWNER-DEFAULT B2B set: CONNECTED/INTERESTED/FOLLOW_UP/CALLBACK_REQUESTED/LEFT_VOICEMAIL/NO_ANSWER/BUSY/NOT_INTERESTED/WRONG_NUMBER], notes, duration_seconds, called_at, lead/company/contact/meeting assoc, owner_user_id, NULLABLE recording_url + transcript = future calling-tool SEAM) + RLS mirroring task (owner OR is_admin OR manages_user, fail-closed; anon revoked). data/calls.ts (logCall/listCallsForRecord/listMyCalls/callStatsToday); LogCallModal + CallHistoryCard; ""Log call"" on all 4 detail pages; ""Calls Today"" dashboard card (project-scoped). SCHEDULING reuses Task task_type=CALL (not duplicated). Review: no blocker/high. REMAINING: apply the 2 migrations in prod (gated); a My-Calls list page (so the dashboard card can drill down); wire the future telephony/transcription integration into the recording_url/transcript seam."
ALT-270,Advanced per-field filters with multi-select (each column),Feature,Web core,UX audit,P1,Planned,2026-06-21,2026-06-21,,Ankit,"OWNER (#1) 2026-06-21: cannot see an advanced filter for EACH field with multi-select. Extends ALT-184: a per-column advanced filter (multi-select chips + contains/is-empty where relevant) on every list field, not just the few facets. Builds on the existing SearchSelect multi-select filters (Top#6) -> make it comprehensive per-field."
ALT-271,Research: basic B2B CRM feature list (non-sales) via websearch,Docs,Docs,Roadmap,P2,Done,2026-06-21,2026-06-21,2026-06-21,Claude,"OWNER 2026-06-21: web-search basic B2B CRM features; ignore sales features but still list them. DONE (doc docs/product/B2B-CRM-FEATURES.md): Section A = core/non-sales features mapped to our app (have/partial/gap) — top gaps: workflow automation, two-way email sync+tracking, custom report builder, kanban board, merge-duplicates, custom fields. Section B = sales-cycle features deliberately deferred (invoicing/quotes/CPQ/forecasting/commissions/marketing-automation/lead-scoring/ticketing/etc.). Grounded in 2026 HubSpot/Zoho/Salesforce/Pipedrive comparisons."
ALT-272,"Global fuzzy search — grouped results (Leads/Companies/Contacts/Tasks/Meetings), Zoho/HubSpot-style",Feature,Web core,UX audit,P1,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"OWNER (#7) 2026-06-21: enhance the EXISTING Cmd-K global search into GROUPED results. SHIPPED (commit 9fc6315): added TASKS + MEETINGS to globalSearch.ts (meetings via fetchMeetings; tasks via a direct RLS-scoped task read so the caller only sees their own/managed/admin). CommandPalette now renders fixed Zoho/HubSpot-style sections — Leads, Companies, Contacts, Tasks, Meetings — each with a count header; keyboard ?/? walks the grouped list in display order, Enter opens the highlighted row; tasks open their associated record (or My Tasks). Index limit 24?40. FOLLOW-UP (future): always-visible inline results dropdown from the TopBar bar (currently the Cmd-K modal) + per-group ""see all""."
ALT-273,Global PROJECT selector (top bar) — pre-filters all modules/records; default in personal settings,Feature,Web core,Roadmap,P1,In Progress,2026-06-21,2026-06-21,,Ankit,"OWNER (#8) 2026-06-21: a PROJECT selector next to the global search bar on every screen. The selected project becomes the default pre-filter across ALL modules + records (so multi-project users see only that project by default). Default project changeable in personal Settings; persists. SHIPPED (commit 7241294): global ProjectContext (selected project_id, persisted to localStorage; default-project pref seeds new sessions), TopBar ProjectSwitcher (from the user's accessible projects via admin.fetchMyProjects — admin=all enabled, others=their project_user rows; self-hides for <2 projects), ""All projects"" = null = no filter, Settings ""Default project"" card. SCOPED on NUMERIC project_id (not name — duplicate/blank names + query drift can't hide records): Leads (RealLead.projectId from lead_master.project_id) + Meetings (MeetingRow.projectId via lead). REMAINING: Tasks + Wishlist left UNFILTERED (no reliable project field — documented TODO; Tasks could derive via linked lead later); Companies/Contacts are shared across projects (per-project scoping TBD). Status ? In Progress until those modules are scoped or explicitly de-scoped by owner."
ALT-273B,Project-selector hardening — fixes from adversarial review (wh2yjqssa),Bug,Web core,Roadmap,P1,In Progress,2026-06-21,2026-06-21,,Ankit,"Adversarial review of ALT-273 confirmed 21 defects. FIXED: portal-RLS BLOCKER (meeting_snapshot FORCE?ENABLE, commit e4c94a4). OPEN: HIGH Dashboard ignores selected project (shows all-project totals). MEDIUM: scope not cleared on logout (shared-device bleed) + not re-seeded on new login (key scope by user_id); fetchMyProjects swallows errors?[] can wipe saved selection; single-project user force-scoped w/ no ""All projects"" escape (switcher self-hides <2); Sales Portal silently inherits scope w/ no control; Contacts+Companies ignore global switcher while showing a competing local Project dropdown; daily-digest dedup in-memory only (restart re-sends); portal feedback writes to non-existent portal.meeting_feedback. LOW: NULL project_id rows silently hidden (no ""N hidden"" hint); reminder bell double-fire under overlapping ticks; CreateTaskModal stale prefill on reopen; MyTasks async setState/no in-flight guard. NIT: ProjectContext useMemo omits setter (latent stale closure); Tasks/Wishlist no-op need an on-screen ""not project-scoped"" hint."
ALT-274,Client Portal = show that client's meetings (simple) — not the internal CRM,Feature,Sales/Client Portal,Wave 2,P1,Planned,2026-06-21,2026-06-21,,Ankit,"OWNER 2026-06-21: the client portal simply shows that client's MEETINGS (list + the mobile-ditto record view ALT-275). ""As simple as that."" Scoped by client_assoc_id via the portal snapshot/RLS already designed (apply-portal-*; blocker fixed e4c94a4, still STAGED pending validate + Supabase schema-expose). No internal CRM tabs/machinery exposed. See SALES-PORTAL.md ""Owner decisions 2026-06-21"" #1."
ALT-275,Sales/Portal record view = EXACT ditto copy of mobile MeetingDetails (single consolidated screen),Feature,Sales/Client Portal,Wave 2,P1,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"OWNER 2026-06-21: sales + client-portal users must NOT see the internal CRM record screens. SHIPPED (commit 8bf9aff): MobileMeetingRecord.tsx (7 sections, mobile order, Confirmed?Scheduled/Cancelled?Dropped relabel) at /sales/meetings/:id (SalesMeetingDetailPage); MeetingsPage navigates to /sales/meetings/:id under the sales shell so sales users never hit the internal screen. fetchMeetingDetail extended with ~15 mobile-parity cols (lead alt_mobile/linkedin/role_and_resp/area_of_interest/title/value/description; lead_report sales_intelligence+created_by?scheduledBy; company size/web_url/linkedin + turnover_master + company_sector.sector [col verified]; address lines). Adversarial review PASSED (no blocker/high). Review fixes applied: Call Recording/Image gated to SALES_HEAD+internal (canSeeRecordings) so a Sales Person / client never sees recordings. Sparse records (~79% NULL company_id) render N/A like mobile. REMAINING: client-portal REUSE of this view = ALT-274 (needs portal DB)."
ALT-276,"Sales/Portal Wishlist add (prospect capture) — company + lead + location, mobile-style",Feature,Sales/Client Portal,Wave 2,P2,Done,2026-06-21,2026-06-21,2026-06-21,Ankit,"OWNER 2026-06-21: sales/portal users can ADD a wishlist by selecting Company name + Prospect(lead) + Location. Mirrors mobile src/screens/wishlist/Wishlist.jsx. Fields: Company (searchable autocomplete from company master, ?2 chars, free-text ok), Lead name (+auto-fill designation from company leads), Mobile(10-digit), Designation, Branch picker (auto-fills addr/city/state/pin), Address1+2(req), State?City cascading(req), PIN(req), Country(India default), Description, optional geo image/GPS (web v1 = skip). Submit? our wishlist table (data/wishlist.ts). Full payload spec in SALES-PORTAL.md #3."
ALT-277,Site feasibility + per-site/city employee size (primary research) for calling agents,Feature,Companies/Market,Wave 2,P1,Planned,2026-06-21,2026-06-21,,Ankit,"OWNER 2026-06-21: agents waste time calling company SITES that aren't feasible for a given PROJECT (e.g. HungerBox non-feasible at many sites). Owner HAS primary market-researched data per company × site/city: feasible/non-feasible + employee size per site. Leverage the existing city-wise prospect grouping (COMPANIES-CONTACTS-BLUEPRINT.md) as the unit: show employee size per site/group + feasible/non-feasible badge for the active project; de-emphasise/filter non-feasible. Build: new per-(company,site/city,project) feasibility table + bulk import of owner's research sheet + surface in the grouped view (project-scoped via #8). Full spec: docs/product/SITE-FEASIBILITY.md. Sequencing: AFTER ALT-275/276, BEFORE live-data handoff to real calling agents. Design UX TBD with owner."
ALT-278,"Pre-production readiness audit — ""where do calling agents get stuck?""",Task,QA/Launch,Wave 2,P1,Planned,2026-06-21,2026-06-21,,Ankit,"OWNER 2026-06-21: before real calling agents get LIVE production data, walk the agent's actual path and enumerate every place they can stall (missing feasibility/employee-size, non-feasible sites unflagged, ambiguous lead ownership, masked contact info they actually need, broken write-path, etc.) ? produce a go/no-go checklist. Depends on ALT-277 (feasibility data) landing. See SITE-FEASIBILITY.md."
ALT-279,"EPIC: Chrome extension rebuild — show CRM contact on LinkedIn (Supabase), side-panel only",Docs,Extension,Chrome extension,P2,In Progress,2026-06-22,2026-06-21,,Claude,OWNER 2026-06-22: rebuild the 2 Firebase extensions (AltLeads 4.1.0 + Data ResearchExt) into ONE MV3 extension wired to our Supabase CRM (not a separate prospects DB). HARD CONSTRAINT: NO injection into the LinkedIn page and NO reading of LinkedIn page DOM — LinkedIn BANNED the owner's users' personal accounts for injection. The ONLY LinkedIn input is the active tab's address-bar URL. Planning + scan complete (13-agent workflow); 5 docs written to docs/chrome-extension-rebuild/. Phase 1 (read-only show details) = shippable; Phase 2 (edit) = blocked on ALT-152. Children: ALT-280..287.
ALT-280,Extension Phase 0 — MV3 side-panel scaffold + Vite build + Supabase client + auth,Feature,Extension,Chrome extension,P2,Planned,2026-06-22,2026-06-21,,Claude,"MV3 manifest (side_panel; permissions [""sidePanel"",""tabs"",""storage""]; host_permissions = Supabase URL only, + crm.altleads.com if SSO). Bundle @supabase/supabase-js (anon key — public/safe). Auth A1 = popup email/password signInWithPassword; A2 (later) = lift the CRM tab's Supabase session via host permission. Load profiles.user_id + roles (mirror AuthContext) for later write-stamping. NO content_scripts. Acceptance: extension logs in, holds a real JWT, can call find_contact_dup. See 02-MIGRATION-BLUEPRINT.md."
ALT-281,Extension Phase 1 — detect tab LinkedIn URL + normalize + match contact + show details (read-only),Feature,Extension,Chrome extension,P2,Planned,2026-06-22,2026-06-21,,Claude,"Background service worker watches chrome.tabs.onUpdated/onActivated, reads tab.url, tests for ""linkedin.com/in/"", normalizes to the slug (MUST mirror deriveLinkedinClean + lowercase + strip query/fragment + first path segment after /in/), calls supabase.rpc(find_contact_dup,{p_linkedin}). On match, side panel loads contact + leads + per-project status + tasks + meetings (via meeting_schedule chain) + interaction feed through the masked view/existing query shapes, shown ""in short"". Handle no-match + masked states. NO page read; SPA nav handled via chrome.tabs.onUpdated. Strictly read-only (outreach-only north-star). See 03-LINKEDIN-MINI-CRM-FLOW.md. Depends on CRM ALT-287 (normalization fix)."
ALT-282,Extension Phase 1 — non-owned contact limited card + masking-safe find_contact_for_panel RPC,Feature,Extension,Chrome extension,P2,Planned,2026-06-22,2026-06-21,,Claude,"When the matched contact is NOT owned by the agent, the panel shows name + company + COMPANY STATUS (may be DNC — must be visible so the agent does not request a do-not-contact company) + last activity date + owner name (within the selected project) + a ""Request this company"" button. find_contact_dup only returns id/name/company, so this needs a NEW SECURITY DEFINER RPC find_contact_for_panel(p_linkedin,p_project_id) returning the limited masking-safe payload (PII stays NULL for non-owners). CRM dependency — see CRM-HANDOFF-FOR-CRM-OPUS.md TODO-A."
ALT-283,Company-assignment request ? TL approval workflow (reuse lead approval pattern); reveal on approve,Feature,Extension,Chrome extension,P2,Planned,2026-06-22,2026-06-21,,Claude,"OWNER 2026-06-22: agent can request to work a company they don't own; request goes to their TL, mirroring the existing lead-report/meeting approval flow (ALT-032). On approve, ownership is re-pointed to the agent so RLS lets them reveal contact info + (Phase 2) edit. This is one assignment mechanism for ALT-152. Spans CRM (workflow + schema + queue/bell/email) and the extension (request button). The ""Request this company"" button in ALT-282 is wired only once this ships. See CRM-HANDOFF-FOR-CRM-OPUS.md TODO-B."
ALT-284,Extension project selector synced with CRM global selector (ALT-273),Feature,Extension,Chrome extension,P2,Planned,2026-06-22,2026-06-21,,Claude,"OWNER 2026-06-22: the extension side panel has a top project selector (like the old ext); it defaults to the user's CRM personal-settings project (or the only project) and stays in sync with the CRM's global project selector (ALT-273, already shipped). All per-project data (contact_project_status, company status, meetings) is scoped to the selected project. CRM exposes the current selection to the extension — see CRM-HANDOFF-FOR-CRM-OPUS.md TODO-C."
